date,hotspot_thailand_day,hotspot_thailand_night,hotspot_myanmar_day,hotspot_myanmar_night,hotspot_cambodia_day,hotspot_cambodia_night,hotspot_lao_pdr_day,hotspot_lao_pdr_night,hotspot_p_malaysia_day,hotspot_p_malaysia_night
2017-08-12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-13,0.0,,0.0,,0.0,,0.0,,0.0,
2017-08-14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-18,0.0,,0.0,,0.0,,0.0,,0.0,
2017-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-08-21,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-08-22,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-08-23,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2017-08-28,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-29,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-04,0.0,,1.0,,0.0,,0.0,,0.0,
2017-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-06,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-09-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2017-09-08,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-11,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-12,3.0,,0.0,,0.0,,0.0,,0.0,
2017-09-13,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-14,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-15,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2017-09-18,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-21,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-23,0.0,,0.0,,0.0,,0.0,,0.0,
2017-09-24,0.0,,0.0,,0.0,,3.0,,4.0,
2017-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-27,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-28,11.0,,1.0,,0.0,,0.0,,0.0,
2017-09-29,0.0,,0.0,,0.0,,0.0,,0.0,
2017-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-10-04,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2017-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-10-07,0.0,,2.0,,0.0,,0.0,,0.0,
2017-10-08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-10-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-15,0.0,,0.0,,0.0,,0.0,,1.0,
2017-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-10-19,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
2017-10-20,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
2017-10-21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2017-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-26,0.0,,0.0,,0.0,,1.0,,0.0,
2017-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-10-29,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-30,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2017-10-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-11-02,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2017-11-03,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-04,6.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2017-11-05,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2017-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-07,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-08,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-09,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-10,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
2017-11-11,0.0,,1.0,,1.0,,1.0,,0.0,
2017-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-13,1.0,,3.0,,0.0,,0.0,,0.0,
2017-11-14,10.0,,5.0,,0.0,,1.0,,0.0,
2017-11-15,13.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
2017-11-16,4.0,,0.0,,2.0,,6.0,,0.0,
2017-11-17,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-11-18,2.0,,8.0,,0.0,,0.0,,0.0,
2017-11-19,2.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-11-20,8.0,,12.0,,0.0,,1.0,,2.0,
2017-11-21,2.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
2017-11-22,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2017-11-23,0.0,,2.0,,0.0,,3.0,,0.0,
2017-11-24,8.0,,17.0,,0.0,,0.0,,0.0,
2017-11-25,37.0,,4.0,,2.0,,2.0,,0.0,
2017-11-26,13.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0
2017-11-27,3.0,,1.0,,3.0,,6.0,,0.0,
2017-11-28,0.0,,0.0,,0.0,,0.0,,0.0,
2017-11-29,2.0,,4.0,,0.0,,0.0,,0.0,
2017-11-30,10.0,,15.0,,1.0,,2.0,,0.0,
2017-12-01,25.0,0.0,12.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
2017-12-02,28.0,,2.0,,1.0,,4.0,,0.0,
2017-12-03,17.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-12-04,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,23.0,,35.0,,1.0,,3.0,,2.0,
2017-12-06,95.0,,12.0,,6.0,,12.0,,1.0,
2017-12-07,41.0,0.0,0.0,0.0,18.0,0.0,3.0,0.0,0.0,0.0
2017-12-08,5.0,,3.0,,3.0,,1.0,,0.0,
2017-12-09,1.0,,12.0,,13.0,,4.0,,0.0,
2017-12-10,51.0,0.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2017-12-11,60.0,1.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
2017-12-12,29.0,0.0,2.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
2017-12-13,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2017-12-14,0.0,0.0,13.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
2017-12-15,12.0,2.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2017-12-16,37.0,1.0,36.0,0.0,39.0,0.0,10.0,0.0,0.0,0.0
2017-12-17,112.0,3.0,17.0,0.0,106.0,0.0,17.0,0.0,0.0,0.0
2017-12-18,35.0,6.0,5.0,0.0,120.0,3.0,18.0,1.0,0.0,0.0
2017-12-19,37.0,2.0,5.0,0.0,56.0,0.0,16.0,9.0,0.0,0.0
2017-12-20,43.0,,21.0,,22.0,,7.0,,0.0,
2017-12-21,56.0,,51.0,,24.0,,12.0,,0.0,
2017-12-22,110.0,0.0,28.0,0.0,70.0,2.0,24.0,0.0,2.0,0.0
2017-12-23,68.0,0.0,12.0,2.0,129.0,2.0,28.0,1.0,0.0,0.0
2017-12-24,39.0,0.0,3.0,0.0,86.0,0.0,15.0,0.0,0.0,0.0
2017-12-25,0.0,,17.0,,0.0,,0.0,,0.0,
2017-12-26,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-27,0.0,,23.0,,0.0,,0.0,,0.0,
2017-12-28,11.0,0.0,6.0,0.0,89.0,0.0,21.0,0.0,2.0,0.0
2017-12-29,12.0,1.0,4.0,0.0,46.0,0.0,10.0,0.0,0.0,0.0
2017-12-30,8.0,0.0,15.0,0.0,108.0,2.0,13.0,0.0,0.0,0.0
2017-12-31,12.0,1.0,19.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,55.0,0.0,10.0,0.0,122.0,0.0,9.0,0.0,0.0,0.0
2018-01-02,92.0,0.0,7.0,0.0,255.0,1.0,16.0,0.0,0.0,0.0
2018-01-03,51.0,1.0,0.0,0.0,200.0,0.0,39.0,0.0,0.0,0.0
2018-01-04,38.0,1.0,0.0,0.0,163.0,1.0,24.0,0.0,0.0,0.0
2018-01-05,47.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2018-01-06,34.0,0.0,14.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0
2018-01-07,34.0,0.0,12.0,0.0,45.0,0.0,3.0,0.0,0.0,0.0
2018-01-08,31.0,0.0,17.0,0.0,44.0,0.0,9.0,0.0,0.0,0.0
2018-01-09,29.0,0.0,16.0,0.0,42.0,0.0,22.0,0.0,0.0,0.0
2018-01-10,2.0,0.0,22.0,0.0,112.0,0.0,4.0,0.0,0.0,0.0
2018-01-11,4.0,0.0,69.0,0.0,214.0,0.0,4.0,0.0,0.0,0.0
2018-01-12,64.0,0.0,54.0,0.0,494.0,0.0,33.0,0.0,0.0,0.0
2018-01-13,82.0,0.0,19.0,0.0,641.0,2.0,61.0,0.0,0.0,0.0
2018-01-14,49.0,0.0,5.0,0.0,415.0,1.0,36.0,0.0,0.0,0.0
2018-01-15,2.0,0.0,9.0,0.0,72.0,2.0,17.0,2.0,0.0,0.0
2018-01-16,50.0,0.0,35.0,0.0,77.0,0.0,4.0,0.0,0.0,0.0
2018-01-17,92.0,0.0,51.0,0.0,87.0,0.0,25.0,0.0,0.0,0.0
2018-01-18,134.0,1.0,20.0,0.0,616.0,0.0,85.0,0.0,0.0,0.0
2018-01-19,93.0,2.0,24.0,0.0,272.0,1.0,52.0,0.0,0.0,0.0
2018-01-20,40.0,0.0,22.0,0.0,271.0,0.0,34.0,0.0,0.0,0.0
2018-01-21,21.0,0.0,32.0,0.0,56.0,0.0,17.0,0.0,0.0,0.0
2018-01-22,74.0,0.0,71.0,0.0,7.0,0.0,20.0,0.0,0.0,0.0
2018-01-23,158.0,1.0,70.0,0.0,90.0,0.0,59.0,0.0,0.0,0.0
2018-01-24,128.0,1.0,33.0,0.0,75.0,2.0,82.0,1.0,0.0,0.0
2018-01-25,32.0,1.0,27.0,0.0,200.0,4.0,36.0,0.0,0.0,0.0
2018-01-26,11.0,0.0,44.0,0.0,104.0,0.0,10.0,0.0,0.0,0.0
2018-01-27,19.0,0.0,100.0,0.0,104.0,0.0,7.0,0.0,0.0,0.0
2018-01-28,84.0,0.0,115.0,0.0,52.0,0.0,32.0,0.0,0.0,0.0
2018-01-29,101.0,1.0,48.0,1.0,170.0,0.0,58.0,1.0,2.0,0.0
2018-01-30,26.0,0.0,18.0,0.0,376.0,3.0,13.0,0.0,0.0,0.0
2018-01-31,46.0,0.0,43.0,0.0,217.0,11.0,10.0,0.0,0.0,0.0
2018-02-01,71.0,0.0,117.0,0.0,313.0,0.0,10.0,0.0,0.0,0.0
2018-02-02,124.0,2.0,131.0,0.0,483.0,0.0,36.0,0.0,0.0,0.0
2018-02-03,134.0,2.0,56.0,0.0,1251.0,5.0,119.0,0.0,0.0,0.0
2018-02-04,157.0,2.0,21.0,0.0,967.0,8.0,103.0,0.0,1.0,0.0
2018-02-05,67.0,1.0,27.0,1.0,517.0,5.0,46.0,3.0,0.0,0.0
2018-02-06,67.0,1.0,65.0,0.0,186.0,0.0,23.0,0.0,0.0,0.0
2018-02-07,173.0,0.0,126.0,0.0,370.0,2.0,38.0,0.0,0.0,0.0
2018-02-08,270.0,1.0,71.0,3.0,369.0,0.0,83.0,0.0,3.0,1.0
2018-02-09,81.0,2.0,11.0,0.0,204.0,0.0,112.0,1.0,1.0,1.0
2018-02-10,75.0,3.0,32.0,0.0,109.0,4.0,75.0,2.0,0.0,0.0
2018-02-11,84.0,1.0,63.0,0.0,98.0,0.0,38.0,0.0,0.0,0.0
2018-02-12,116.0,0.0,154.0,0.0,235.0,5.0,32.0,0.0,2.0,0.0
2018-02-13,267.0,2.0,181.0,0.0,509.0,3.0,96.0,2.0,5.0,0.0
2018-02-14,230.0,4.0,75.0,1.0,682.0,1.0,195.0,1.0,1.0,0.0
2018-02-15,111.0,0.0,55.0,0.0,329.0,5.0,147.0,3.0,1.0,0.0
2018-02-16,58.0,1.0,106.0,0.0,99.0,4.0,57.0,0.0,1.0,0.0
2018-02-17,141.0,0.0,249.0,0.0,113.0,2.0,74.0,1.0,1.0,0.0
2018-02-18,166.0,1.0,348.0,10.0,147.0,1.0,56.0,0.0,8.0,0.0
2018-02-19,106.0,4.0,172.0,8.0,300.0,3.0,214.0,0.0,6.0,0.0
2018-02-20,48.0,1.0,120.0,1.0,383.0,16.0,284.0,3.0,0.0,0.0
2018-02-21,21.0,2.0,148.0,0.0,69.0,2.0,50.0,0.0,0.0,0.0
2018-02-22,13.0,0.0,252.0,1.0,52.0,1.0,18.0,0.0,1.0,0.0
2018-02-23,17.0,2.0,426.0,5.0,65.0,0.0,2.0,0.0,0.0,0.0
2018-02-24,93.0,3.0,276.0,2.0,355.0,1.0,52.0,0.0,0.0,0.0
2018-02-25,78.0,5.0,110.0,2.0,553.0,21.0,116.0,0.0,2.0,0.0
2018-02-26,36.0,0.0,80.0,0.0,398.0,30.0,58.0,2.0,0.0,1.0
2018-02-27,48.0,0.0,204.0,2.0,220.0,2.0,63.0,1.0,0.0,0.0
2018-02-28,83.0,0.0,282.0,4.0,124.0,0.0,102.0,0.0,2.0,1.0
2018-03-01,175.0,2.0,369.0,5.0,72.0,2.0,165.0,0.0,2.0,0.0
2018-03-02,128.0,6.0,248.0,0.0,189.0,1.0,221.0,2.0,2.0,0.0
2018-03-03,75.0,4.0,156.0,5.0,86.0,3.0,308.0,2.0,0.0,0.0
2018-03-04,66.0,3.0,308.0,1.0,43.0,6.0,251.0,4.0,0.0,2.0
2018-03-05,152.0,0.0,555.0,4.0,26.0,1.0,330.0,1.0,2.0,0.0
2018-03-06,301.0,3.0,937.0,23.0,114.0,0.0,593.0,5.0,1.0,0.0
2018-03-07,230.0,5.0,476.0,11.0,415.0,6.0,603.0,2.0,1.0,0.0
2018-03-08,63.0,2.0,368.0,1.0,206.0,11.0,328.0,1.0,0.0,0.0
2018-03-09,15.0,1.0,314.0,0.0,258.0,22.0,117.0,1.0,0.0,0.0
2018-03-10,57.0,0.0,550.0,4.0,193.0,4.0,181.0,0.0,0.0,0.0
2018-03-11,133.0,1.0,750.0,7.0,341.0,4.0,282.0,0.0,1.0,0.0
2018-03-12,220.0,1.0,482.0,5.0,313.0,2.0,334.0,0.0,4.0,0.0
2018-03-13,121.0,2.0,260.0,3.0,245.0,13.0,818.0,4.0,0.0,0.0
2018-03-14,42.0,0.0,421.0,2.0,71.0,6.0,45.0,0.0,1.0,1.0
2018-03-15,44.0,1.0,633.0,1.0,35.0,0.0,33.0,0.0,0.0,1.0
2018-03-16,103.0,0.0,704.0,4.0,51.0,0.0,59.0,0.0,0.0,0.0
2018-03-17,362.0,8.0,304.0,3.0,68.0,0.0,246.0,0.0,0.0,0.0
2018-03-18,174.0,10.0,384.0,10.0,136.0,1.0,439.0,0.0,4.0,0.0
2018-03-19,85.0,10.0,646.0,8.0,85.0,6.0,355.0,1.0,1.0,3.0
2018-03-20,104.0,0.0,1004.0,6.0,50.0,2.0,159.0,0.0,1.0,0.0
2018-03-21,95.0,0.0,1500.0,5.0,33.0,0.0,91.0,0.0,0.0,0.0
2018-03-22,198.0,3.0,1562.0,13.0,45.0,0.0,228.0,0.0,1.0,1.0
2018-03-23,180.0,2.0,812.0,3.0,245.0,0.0,702.0,0.0,14.0,0.0
2018-03-24,110.0,1.0,819.0,4.0,208.0,4.0,623.0,0.0,0.0,0.0
2018-03-25,40.0,1.0,764.0,0.0,90.0,6.0,475.0,0.0,0.0,0.0
2018-03-26,35.0,0.0,781.0,2.0,35.0,2.0,172.0,0.0,2.0,0.0
2018-03-27,118.0,3.0,1285.0,10.0,215.0,0.0,283.0,0.0,2.0,0.0
2018-03-28,161.0,4.0,853.0,11.0,117.0,0.0,238.0,4.0,1.0,0.0
2018-03-29,74.0,4.0,657.0,2.0,2.0,2.0,354.0,2.0,2.0,3.0
2018-03-30,34.0,0.0,710.0,0.0,43.0,0.0,99.0,2.0,0.0,0.0
2018-03-31,24.0,0.0,871.0,1.0,13.0,2.0,132.0,2.0,0.0,0.0
2018-04-01,38.0,0.0,1101.0,1.0,8.0,0.0,177.0,0.0,0.0,0.0
2018-04-02,68.0,1.0,1062.0,2.0,56.0,1.0,500.0,0.0,4.0,0.0
2018-04-03,112.0,4.0,803.0,0.0,83.0,4.0,724.0,1.0,6.0,0.0
2018-04-04,51.0,1.0,316.0,2.0,48.0,1.0,671.0,2.0,3.0,0.0
2018-04-05,17.0,0.0,547.0,0.0,16.0,0.0,291.0,0.0,0.0,0.0
2018-04-06,32.0,0.0,686.0,1.0,25.0,0.0,149.0,0.0,2.0,0.0
2018-04-07,40.0,0.0,608.0,2.0,7.0,0.0,2.0,0.0,2.0,0.0
2018-04-08,50.0,3.0,70.0,0.0,73.0,0.0,312.0,0.0,0.0,0.0
2018-04-09,57.0,3.0,255.0,1.0,114.0,6.0,788.0,3.0,2.0,0.0
2018-04-10,72.0,1.0,485.0,2.0,86.0,3.0,1519.0,1.0,0.0,1.0
2018-04-11,273.0,0.0,795.0,2.0,26.0,1.0,2115.0,9.0,2.0,0.0
2018-04-12,481.0,1.0,1518.0,7.0,26.0,0.0,2282.0,7.0,3.0,0.0
2018-04-13,272.0,10.0,965.0,14.0,20.0,3.0,3193.0,4.0,7.0,0.0
2018-04-14,128.0,5.0,340.0,6.0,30.0,2.0,847.0,2.0,0.0,0.0
2018-04-15,60.0,0.0,154.0,2.0,23.0,0.0,156.0,0.0,0.0,0.0
2018-04-16,57.0,2.0,368.0,0.0,14.0,2.0,33.0,0.0,0.0,0.0
2018-04-17,30.0,1.0,552.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2018-04-18,106.0,1.0,121.0,4.0,7.0,0.0,11.0,0.0,0.0,2.0
2018-04-19,74.0,1.0,69.0,0.0,22.0,0.0,22.0,0.0,1.0,0.0
2018-04-20,23.0,1.0,59.0,0.0,16.0,1.0,26.0,0.0,0.0,2.0
2018-04-21,42.0,0.0,149.0,7.0,12.0,0.0,25.0,0.0,0.0,0.0
2018-04-22,109.0,0.0,235.0,2.0,15.0,2.0,126.0,0.0,0.0,0.0
2018-04-23,354.0,2.0,530.0,10.0,31.0,0.0,980.0,0.0,4.0,0.0
2018-04-24,98.0,4.0,440.0,4.0,47.0,0.0,1235.0,0.0,1.0,0.0
2018-04-25,50.0,0.0,235.0,3.0,17.0,1.0,185.0,0.0,1.0,0.0
2018-04-26,16.0,0.0,102.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
2018-04-27,12.0,0.0,144.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0
2018-04-28,2.0,0.0,235.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
2018-04-29,4.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2018-04-30,4.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0
2018-05-01,1.0,0.0,45.0,0.0,2.0,0.0,38.0,0.0,0.0,0.0
2018-05-02,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-05-03,3.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-04,32.0,0.0,13.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0
2018-05-05,11.0,0.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
2018-05-06,6.0,,15.0,,6.0,,4.0,,0.0,
2018-05-07,10.0,0.0,12.0,0.0,6.0,0.0,47.0,0.0,0.0,0.0
2018-05-08,15.0,0.0,27.0,0.0,5.0,0.0,151.0,0.0,2.0,0.0
2018-05-09,28.0,0.0,39.0,0.0,2.0,0.0,163.0,0.0,4.0,0.0
2018-05-10,21.0,0.0,35.0,0.0,2.0,0.0,299.0,0.0,7.0,0.0
2018-05-11,2.0,0.0,25.0,0.0,2.0,0.0,94.0,0.0,1.0,0.0
2018-05-12,1.0,0.0,3.0,0.0,7.0,0.0,28.0,0.0,0.0,0.0
2018-05-13,1.0,,11.0,,4.0,,1.0,,2.0,
2018-05-14,6.0,0.0,27.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0
2018-05-15,17.0,0.0,27.0,0.0,5.0,0.0,9.0,0.0,1.0,0.0
2018-05-16,5.0,0.0,35.0,0.0,8.0,1.0,89.0,1.0,0.0,0.0
2018-05-17,2.0,0.0,2.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0
2018-05-18,3.0,0.0,5.0,0.0,4.0,0.0,59.0,0.0,2.0,0.0
2018-05-19,4.0,,11.0,,5.0,,15.0,,6.0,
2018-05-20,17.0,0.0,6.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0
2018-05-21,7.0,0.0,11.0,0.0,5.0,0.0,20.0,0.0,6.0,2.0
2018-05-22,0.0,0.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0
2018-05-23,1.0,0.0,3.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
2018-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-25,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-05-26,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0
2018-05-27,2.0,,0.0,,2.0,,0.0,,0.0,
2018-05-28,0.0,,0.0,,1.0,,0.0,,0.0,
2018-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-06-01,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0
2018-06-02,0.0,,0.0,,0.0,,3.0,,0.0,
2018-06-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-04,1.0,,0.0,,0.0,,0.0,,1.0,
2018-06-05,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
2018-06-06,2.0,,0.0,,0.0,,0.0,,9.0,
2018-06-07,0.0,,1.0,,1.0,,1.0,,0.0,
2018-06-08,0.0,,0.0,,0.0,,1.0,,0.0,
2018-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2018-06-10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
2018-06-11,0.0,,0.0,,0.0,,0.0,,0.0,
2018-06-12,0.0,,0.0,,0.0,,0.0,,3.0,
2018-06-13,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2018-06-14,0.0,,0.0,,0.0,,0.0,,3.0,
2018-06-15,1.0,,0.0,,2.0,,0.0,,1.0,
2018-06-16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
